Team Alt Name,Opp Alt Name,GameID,Season,Week,Date,teamgame,Conf,BCS?,Team,W,L,TeamCoach,vs/@,oConf,oBCS?,Opp,oW,oL,OppCoach,OT?,Pts,oPts,diff,Res,W,L,cW,cL,O/U#,o/u,Spread,Sw/l,Bowl,Attend.,,APwk,wkAP,COwk,wkCO,BCSwk,wkBCS,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Team,AP,Apv,CO,Cov,BCS,w,l,,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Opp,AP,Apv,CO,Cov,BCS,w,l,,#Plays,ptspplay,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD,,#Plays,playppt,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD
UCLA,Washington,UCLA-Washington,2010,12,11/18/10,10,Pac10,BCS,UCLA,4,8,Rick Neuheisel,@,Pac10,BCS,Washington,7,6,Steve Sarkisian,,7,24,-17,L,0,1,0,1,52.0,u,2.5,L,,"62,347",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,UCLA,NR,NR,NR,NR,NR,4,6,,39,36,NR,37,NR,NR,NR,NR,NR,3,6,Washington,NR,NR,NR,NR,NR,4,6,,61,0.1,2.7,3.0,2.2,36,138,30,108,1,25,6,3,55,0,163,6,55,0,9,399,44.3,4,12,0,4,57,0,1,1,1,0,0,1,0,0,7,2,1,10,8,99,3,0,1,0,0,0,0,0,,62,0.4,5.2,6.2,3.2,41,267,14,253,2,21,10,1,68,0,321,10,68,0,7,289,41.3,6,29,0,2,34,0,3,3,3,0,0,3,1,0,10,4,2,16,7,66,0,0,3,28,1,0,0,0
Washington,UCLA,UCLA-Washington,2010,12,11/18/10,10,Pac10,BCS,Washington,7,6,Steve Sarkisian,vs,Pac10,BCS,UCLA,4,8,Rick Neuheisel,,24,7,17,W,1,0,1,0,52.0,u,-2.5,W,,"62,347",,11,12,11,12,5,6,39,36,NR,37,NR,NR,NR,NR,NR,3,6,Washington,NR,NR,NR,NR,NR,4,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,UCLA,NR,NR,NR,NR,NR,4,6,,62,0.4,5.2,6.2,3.2,41,267,14,253,2,21,10,1,68,0,321,10,68,0,7,289,41.3,6,29,0,2,34,0,3,3,3,0,0,3,1,0,10,4,2,16,7,66,0,0,3,28,1,0,0,0,,61,0.1,2.7,3.0,2.2,36,138,30,108,1,25,6,3,55,0,163,6,55,0,9,399,44.3,4,12,0,4,57,0,1,1,1,0,0,1,0,0,7,2,1,10,8,99,3,0,1,0,0,0,0,0
Boise State,Fresno State,Boise St-Fresno St,2010,12,11/19/10,10,WAC,non,Boise St,12,1,Chris Petersen,vs,WAC,non,Fresno St,8,5,Pat Hill,,51,0,51,W,1,0,1,0,66.0,u,-30.0,W,,"33,454",,11,12,11,12,5,6,3,5,9,7,3,1377,3,1329,4,9,0,Boise St,3,1394,3,1341,4,10,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,3,Fresno St,NR,NR,NR,NR,NR,6,4,,82,0.6,6.3,3.1,9.3,40,140,15,125,2,42,30,1,391,4,516,30,391,4,1,46,46.0,1,35,0,1,22,0,6,6,6,0,0,3,3,0,9,18,4,31,4,35,2,1,2,31,0,0,0,0,,51,0.0,2.5,1.8,3.2,27,89,40,49,0,24,6,2,76,0,125,6,76,0,8,260,32.5,1,10,0,9,199,0,0,0,0,0,0,0,0,0,4,4,1,9,5,51,1,1,1,0,0,0,0,0
Fresno State,Boise State,Boise St-Fresno St,2010,12,11/19/10,10,WAC,non,Fresno St,8,5,Pat Hill,@,WAC,non,Boise St,12,1,Chris Petersen,,0,51,-51,L,0,1,0,1,66.0,u,30.0,L,,"33,454",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,3,Fresno St,NR,NR,NR,NR,NR,6,4,,3,5,9,7,3,1377,3,1329,4,9,0,Boise St,3,1394,3,1341,4,10,0,,51,0.0,2.5,1.8,3.2,27,89,40,49,0,24,6,2,76,0,125,6,76,0,8,260,32.5,1,10,0,9,199,0,0,0,0,0,0,0,0,0,4,4,1,9,5,51,1,1,1,0,0,0,0,0,,82,0.6,6.3,3.1,9.3,40,140,15,125,2,42,30,1,391,4,516,30,391,4,1,46,46.0,1,35,0,1,22,0,6,6,6,0,0,3,3,0,9,18,4,31,4,35,2,1,2,31,0,0,0,0
Alabama,Georgia State,Alabama-Georgia St,2010,12,11/20/10,11,SEC,BCS,Alabama,10,3,Nick Saban,vs,zAA,zAA,Georgia St,0,1,Bill Curry,,63,7,56,W,1,0,0,0,65.0,o,-44.0,W,,"101,821",,11,12,11,12,5,6,1,1,10,11,10,916,12,828,11,8,2,Alabama,9,972,11,885,11,9,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Georgia St,NR,NR,NR,NR,NR,0,1,,67,0.9,7.1,5.8,9.8,45,267,5,262,4,22,19,0,216,3,478,19,216,3,1,29,29.0,2,60,1,2,44,0,9,9,9,0,0,2,0,0,12,12,0,24,3,19,0,0,4,66,1,0,0,0,,49,0.1,3.4,2.8,4.4,32,108,17,91,0,17,5,4,74,0,165,5,74,0,5,185,37.0,0,0,0,10,240,1,1,1,1,0,0,0,0,0,6,1,0,7,4,30,1,1,0,0,0,0,0,0
Georgia State,Alabama,Alabama-Georgia St,2010,12,11/20/10,1,zAA,zAA,Georgia St,0,1,Bill Curry,@,SEC,BCS,Alabama,10,3,Nick Saban,,7,63,-56,L,0,1,0,0,65.0,o,44.0,L,,"101,821",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Georgia St,NR,NR,NR,NR,NR,0,1,,1,1,10,11,10,916,12,828,11,8,2,Alabama,9,972,11,885,11,9,2,,49,0.1,3.4,2.8,4.4,32,108,17,91,0,17,5,4,74,0,165,5,74,0,5,185,37.0,0,0,0,10,240,1,1,1,1,0,0,0,0,0,6,1,0,7,4,30,1,1,0,0,0,0,0,0,,67,0.9,7.1,5.8,9.8,45,267,5,262,4,22,19,0,216,3,478,19,216,3,1,29,29.0,2,60,1,2,44,0,9,9,9,0,0,2,0,0,12,12,0,24,3,19,0,0,4,66,1,0,0,0
Appalachian State,Florida,App St-Florida,2010,12,11/20/10,1,zAA,zAA,App St,0,1,Jerry Moore,@,SEC,BCS,Florida,8,5,Urban Meyer,,10,48,-38,L,0,1,0,0,63.5,u,24.0,W,,"90,119",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,App St,NR,NR,NR,NR,NR,0,1,,4,3,31,32,NR,NR,NR,NR,NR,6,4,Florida,33,4,31,12,NR,6,4,,65,0.2,4.2,3.3,5.4,36,128,11,117,0,29,19,0,157,1,274,19,157,1,6,270,45.0,0,0,0,8,138,0,1,1,1,0,0,1,1,0,8,9,3,20,10,80,1,1,1,2,0,0,0,0,,68,0.7,8.0,7.2,9.4,43,316,5,311,6,25,18,1,236,1,547,18,236,1,1,42,42.0,3,25,0,3,91,0,7,7,6,0,0,0,0,0,15,13,1,29,7,79,1,1,0,0,0,1,3,0
Florida,Appalachian State,App St-Florida,2010,12,11/20/10,11,SEC,BCS,Florida,8,5,Urban Meyer,vs,zAA,zAA,App St,0,1,Jerry Moore,,48,10,38,W,1,0,0,0,63.5,u,-24.0,W,,"90,119",,11,12,11,12,5,6,4,3,31,32,NR,NR,40,2,NR,7,4,Florida,NR,NR,NR,NR,NR,8,4,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,App St,NR,NR,NR,NR,NR,0,1,,68,0.7,8.0,7.2,9.4,43,316,5,311,6,25,18,1,236,1,547,18,236,1,1,42,42.0,3,25,0,3,91,0,7,7,6,0,0,0,0,0,15,13,1,29,7,79,1,1,0,0,0,1,3,0,,65,0.2,4.2,3.3,5.4,36,128,11,117,0,29,19,0,157,1,274,19,157,1,6,270,45.0,0,0,0,8,138,0,1,1,1,0,0,1,1,0,8,9,3,20,10,80,1,1,1,2,0,0,0,0
Arkansas State,Navy,Arkansas St-Navy,2010,12,11/20/10,11,SunBelt,non,Arkansas St,4,8,Steve Roberts,@,Indy,non,Navy,9,4,Ken Niumatalolo,,19,35,-16,L,0,1,0,0,65.0,u,13.0,L,,"27,501",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Arkansas St,NR,NR,NR,NR,NR,4,7,,38,38,36,NR,NR,NR,35,6,NR,7,3,Navy,30,7,33,7,NR,8,3,,68,0.3,5.4,4.9,5.9,38,205,18,187,1,30,22,1,178,1,365,22,178,1,3,130,43.3,1,-1,0,6,169,0,2,2,1,0,0,2,2,0,14,8,0,22,6,65,4,1,0,0,0,1,17,0,,69,0.5,6.7,5.0,18.2,60,313,12,301,4,9,8,0,164,1,465,8,164,1,2,75,37.5,1,3,0,3,70,0,5,5,5,0,0,0,0,0,19,5,0,24,4,25,2,2,1,32,0,0,0,0
Navy,Arkansas State,Arkansas St-Navy,2010,12,11/20/10,11,Indy,non,Navy,9,4,Ken Niumatalolo,vs,SunBelt,non,Arkansas St,4,8,Steve Roberts,,35,19,16,W,1,0,0,0,65.0,u,-13.0,W,,"27,501",,11,12,11,12,5,6,38,38,36,NR,NR,NR,35,6,NR,7,3,Navy,30,7,33,7,NR,8,3,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Arkansas St,NR,NR,NR,NR,NR,4,7,,69,0.5,6.7,5.0,18.2,60,313,12,301,4,9,8,0,164,1,465,8,164,1,2,75,37.5,1,3,0,3,70,0,5,5,5,0,0,0,0,0,19,5,0,24,4,25,2,2,1,32,0,0,0,0,,68,0.3,5.4,4.9,5.9,38,205,18,187,1,30,22,1,178,1,365,22,178,1,3,130,43.3,1,-1,0,6,169,0,2,2,1,0,0,2,2,0,14,8,0,22,6,65,4,1,0,0,0,1,17,0
Arkansas,Mississippi State,Arkansas-Miss St,2010,12,11/20/10,11,SEC,BCS,Arkansas,10,3,Bobby Petrino,@,SEC,BCS,Miss St,9,4,Dan Mullen,OT,38,31,7,W,1,0,1,0,53.5,o,-3.5,W,,"56,406",,11,12,11,12,5,6,17,19,12,12,13,816,13,745,13,8,2,Arkansas,12,861,12,784,12,9,2,,NR,49,15,17,22,222,22,184,21,7,3,Miss St,25,94,25,68,25,7,4,,61,0.6,8.0,5.2,11.7,35,196,13,183,2,26,17,1,305,3,488,17,305,3,3,118,39.3,0,0,0,5,112,0,5,5,5,0,0,2,1,0,8,12,1,21,8,49,2,2,0,0,0,0,0,0,,100,0.3,4.9,3.7,7.5,70,298,36,262,4,30,20,0,224,0,486,20,224,0,4,171,42.8,0,0,0,6,123,0,4,4,4,0,0,1,1,0,19,11,2,32,3,29,3,3,1,0,0,0,0,0
Mississippi State,Arkansas,Arkansas-Miss St,2010,12,11/20/10,11,SEC,BCS,Miss St,9,4,Dan Mullen,vs,SEC,BCS,Arkansas,10,3,Bobby Petrino,OT,31,38,-7,L,0,1,0,1,53.5,o,3.5,L,,"56,406",,11,12,11,12,5,6,NR,49,15,17,22,222,22,184,21,7,3,Miss St,25,94,25,68,25,7,4,,17,19,12,12,13,816,13,745,13,8,2,Arkansas,12,861,12,784,12,9,2,,100,0.3,4.9,3.7,7.5,70,298,36,262,4,30,20,0,224,0,486,20,224,0,4,171,42.8,0,0,0,6,123,0,4,4,4,0,0,1,1,0,19,11,2,32,3,29,3,3,1,0,0,0,0,0,,61,0.6,8.0,5.2,11.7,35,196,13,183,2,26,17,1,305,3,488,17,305,3,3,118,39.3,0,0,0,5,112,0,5,5,5,0,0,2,1,0,8,12,1,21,8,49,2,2,0,0,0,0,0,0
Army,Notre Dame,Army-Notre Dame,2010,12,11/20/10,11,Indy,non,Army,7,6,Rich Ellerson,v,Indy,BCS,Notre Dame,8,5,Brian Kelly,,3,27,-24,L,0,1,0,0,50.0,u,8.0,L,,"54,251",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,4,Army,NR,NR,NR,NR,NR,6,5,,32,34,33,36,NR,NR,NR,NR,NR,5,5,Notre Dame,NR,NR,NR,NR,NR,6,5,,51,0.1,3.4,3.1,4.9,43,154,19,135,0,8,2,2,39,0,174,2,39,0,7,261,37.3,0,0,0,6,101,0,0,0,0,0,0,1,1,0,6,2,0,8,3,28,1,0,1,0,0,0,0,0,,58,0.5,6.4,4.1,10.7,38,173,18,155,1,20,13,1,214,1,369,13,214,1,4,135,33.8,3,-4,0,2,29,0,3,3,3,0,0,2,2,0,7,8,0,15,5,55,1,0,2,56,1,0,0,0
Notre Dame,Army,Army-Notre Dame,2010,12,11/20/10,11,Indy,BCS,Notre Dame,8,5,Brian Kelly,v,Indy,non,Army,7,6,Rich Ellerson,,27,3,24,W,1,0,0,0,50.0,u,-8.0,W,,"54,251",,11,12,11,12,5,6,32,34,33,36,NR,NR,NR,NR,NR,5,5,Notre Dame,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,4,Army,NR,NR,NR,NR,NR,6,5,,58,0.5,6.4,4.1,10.7,38,173,18,155,1,20,13,1,214,1,369,13,214,1,4,135,33.8,3,-4,0,2,29,0,3,3,3,0,0,2,2,0,7,8,0,15,5,55,1,0,2,56,1,0,0,0,,51,0.1,3.4,3.1,4.9,43,154,19,135,0,8,2,2,39,0,174,2,39,0,7,261,37.3,0,0,0,6,101,0,0,0,0,0,0,1,1,0,6,2,0,8,3,28,1,0,1,0,0,0,0,0
Ball State,Northern Illinois,Ball St-N Illinois,2010,12,11/20/10,12,MAC,non,Ball St,4,8,Stan Parrish,vs,MAC,non,N Illinois,11,3,Jerry Kill,,21,59,-38,L,0,1,0,1,52.5,o,15.0,L,,"5,524",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,7,Ball St,NR,NR,NR,NR,NR,4,8,,NR,49,29,26,29,37,29,30,NR,8,2,N Illinois,26,72,26,67,NR,9,2,,55,0.4,4.9,3.4,7.0,33,135,22,113,2,22,12,1,155,1,268,12,155,1,8,263,32.9,0,0,0,9,151,0,3,3,3,0,0,0,0,0,5,5,0,10,7,59,2,2,1,0,0,1,1,0,,64,0.9,6.9,4.9,10.3,40,212,18,194,3,24,17,1,248,3,442,17,248,3,1,42,42.0,5,108,1,4,61,0,8,8,8,0,0,3,1,0,10,10,1,21,8,60,2,1,1,16,1,0,0,0
Northern Illinois,Ball State,Ball St-N Illinois,2010,12,11/20/10,11,MAC,non,N Illinois,11,3,Jerry Kill,@,MAC,non,Ball St,4,8,Stan Parrish,,59,21,38,W,1,0,1,0,52.5,o,-15.0,W,,"5,524",,11,12,11,12,5,6,NR,49,29,26,29,37,29,30,NR,8,2,N Illinois,26,72,26,67,NR,9,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,7,Ball St,NR,NR,NR,NR,NR,4,8,,64,0.9,6.9,4.9,10.3,40,212,18,194,3,24,17,1,248,3,442,17,248,3,1,42,42.0,5,108,1,4,61,0,8,8,8,0,0,3,1,0,10,10,1,21,8,60,2,1,1,16,1,0,0,0,,55,0.4,4.9,3.4,7.0,33,135,22,113,2,22,12,1,155,1,268,12,155,1,8,263,32.9,0,0,0,9,151,0,3,3,3,0,0,0,0,0,5,5,0,10,7,59,2,2,1,0,0,1,1,0
Baylor,Oklahoma,Baylor-Oklahoma,2010,12,11/20/10,12,Big12,BCS,Baylor,7,6,Art Briles,vs,Big12,BCS,Oklahoma,12,2,Bob Stoops,,24,53,-29,L,0,1,0,1,64.5,o,7.5,L,,"36,034",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,39,3,NR,7,4,Baylor,NR,NR,NR,NR,NR,7,5,,7,8,6,6,16,611,14,683,14,8,2,Oklahoma,14,650,13,733,13,9,2,,71,0.3,5.1,6.2,3.8,38,255,18,237,2,33,20,2,124,1,361,20,124,1,6,219,36.5,2,-4,0,6,80,0,3,3,3,0,0,1,1,0,12,6,2,20,11,99,2,1,1,21,0,1,4,0,,79,0.7,5.8,2.9,8.4,37,123,14,109,2,42,28,1,353,3,462,28,353,3,4,196,49.0,0,0,0,5,94,0,6,6,6,0,0,3,3,0,7,16,1,24,3,35,1,1,2,12,1,0,0,0
Oklahoma,Baylor,Baylor-Oklahoma,2010,12,11/20/10,11,Big12,BCS,Oklahoma,12,2,Bob Stoops,@,Big12,BCS,Baylor,7,6,Art Briles,,53,24,29,W,1,0,1,0,64.5,o,-7.5,W,,"36,034",,11,12,11,12,5,6,7,8,6,6,16,611,14,683,14,8,2,Oklahoma,14,650,13,733,13,9,2,,NR,NR,NR,NR,NR,NR,39,3,NR,7,4,Baylor,NR,NR,NR,NR,NR,7,5,,79,0.7,5.8,2.9,8.4,37,123,14,109,2,42,28,1,353,3,462,28,353,3,4,196,49.0,0,0,0,5,94,0,6,6,6,0,0,3,3,0,7,16,1,24,3,35,1,1,2,12,1,0,0,0,,71,0.3,5.1,6.2,3.8,38,255,18,237,2,33,20,2,124,1,361,20,124,1,6,219,36.5,2,-4,0,6,80,0,3,3,3,0,0,1,1,0,12,6,2,20,11,99,2,1,1,21,0,1,4,0
Boston College,Virginia,Boston Coll-Virginia,2010,12,11/20/10,11,ACC,BCS,Boston Coll,7,6,Frank Spaziani,vs,ACC,BCS,Virginia,4,8,Mike London,,17,13,4,W,1,0,1,0,45.0,u,-7.0,L,,"39,263",,11,12,11,12,5,6,46,40,NR,NR,NR,NR,NR,NR,NR,5,5,Boston Coll,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Virginia,NR,NR,NR,NR,NR,4,7,,61,0.3,6.1,5.2,8.0,42,246,28,218,1,19,10,1,152,1,370,10,152,1,6,215,35.8,2,0,0,1,15,0,2,2,2,0,0,1,1,0,10,8,0,18,4,39,0,0,1,0,0,0,0,0,,84,0.2,5.0,4.0,5.6,31,136,11,125,1,53,34,1,296,0,421,34,296,0,5,216,43.2,1,0,0,3,56,0,1,1,1,0,0,3,2,0,7,17,1,25,9,59,3,0,1,0,0,0,0,0
Virginia,Boston College,Boston Coll-Virginia,2010,12,11/20/10,11,ACC,BCS,Virginia,4,8,Mike London,@,ACC,BCS,Boston Coll,7,6,Frank Spaziani,,13,17,-4,L,0,1,0,1,45.0,u,7.0,W,,"39,263",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Virginia,NR,NR,NR,NR,NR,4,7,,46,40,NR,NR,NR,NR,NR,NR,NR,5,5,Boston Coll,NR,NR,NR,NR,NR,6,5,,84,0.2,5.0,4.0,5.6,31,136,11,125,1,53,34,1,296,0,421,34,296,0,5,216,43.2,1,0,0,3,56,0,1,1,1,0,0,3,2,0,7,17,1,25,9,59,3,0,1,0,0,0,0,0,,61,0.3,6.1,5.2,8.0,42,246,28,218,1,19,10,1,152,1,370,10,152,1,6,215,35.8,2,0,0,1,15,0,2,2,2,0,0,1,1,0,10,8,0,18,4,39,0,0,1,0,0,0,0,0
Buffalo,Eastern Michigan,Buffalo-E Michigan,2010,12,11/20/10,11,MAC,non,Buffalo,2,10,Jeff Quinn,vs,MAC,non,E Michigan,2,10,Ron English,,17,21,-4,L,0,1,0,1,51.5,u,-7.0,L,,"9,786",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Buffalo,NR,NR,NR,NR,NR,2,9,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,E Michigan,NR,NR,NR,NR,NR,2,9,,58,0.3,5.1,3.0,6.7,25,86,11,75,0,33,20,0,222,2,297,20,222,2,7,293,41.9,0,0,0,3,43,0,2,2,2,0,0,1,1,0,2,12,2,16,6,50,0,0,2,0,0,0,0,0,,64,0.3,5.5,4.7,10.2,55,272,11,261,3,9,6,2,92,0,353,6,92,0,4,143,35.8,3,-1,0,2,45,0,3,3,3,0,0,1,0,0,11,5,0,16,6,60,1,0,0,0,0,0,0,0
Eastern Michigan,Buffalo,Buffalo-E Michigan,2010,12,11/20/10,11,MAC,non,E Michigan,2,10,Ron English,@,MAC,non,Buffalo,2,10,Jeff Quinn,,21,17,4,W,1,0,1,0,51.5,u,7.0,W,,"9,786",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,E Michigan,NR,NR,NR,NR,NR,2,9,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Buffalo,NR,NR,NR,NR,NR,2,9,,64,0.3,5.5,4.7,10.2,55,272,11,261,3,9,6,2,92,0,353,6,92,0,4,143,35.8,3,-1,0,2,45,0,3,3,3,0,0,1,0,0,11,5,0,16,6,60,1,0,0,0,0,0,0,0,,58,0.3,5.1,3.0,6.7,25,86,11,75,0,33,20,0,222,2,297,20,222,2,7,293,41.9,0,0,0,3,43,0,2,2,2,0,0,1,1,0,2,12,2,16,6,50,0,0,2,0,0,0,0,0
Brigham Young,New Mexico,BYU-New Mexico,2010,12,11/20/10,11,MtnWest,non,BYU,7,6,Bronco Mendenhall,vs,MtnWest,non,New Mexico,1,11,Mike Locksley,,40,7,33,W,1,0,1,0,52.5,u,-30.0,W,,"59,077",,11,12,11,12,5,6,34,28,38,NR,NR,NR,NR,NR,NR,5,5,BYU,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,New Mexico,NR,NR,NR,NR,NR,1,10,,77,0.5,6.4,5.9,7.2,44,270,12,258,3,33,19,0,236,2,494,19,236,2,3,142,47.3,2,1,0,2,41,0,5,5,4,0,0,2,2,0,17,12,0,29,14,141,0,0,3,53,0,0,0,0,,61,0.1,4.2,3.2,5.3,31,118,18,100,0,30,15,3,159,1,259,15,159,1,4,162,40.5,1,0,0,6,162,0,1,1,1,0,0,0,0,0,8,5,7,20,5,25,1,1,0,0,0,0,0,0
New Mexico,Brigham Young,BYU-New Mexico,2010,12,11/20/10,11,MtnWest,non,New Mexico,1,11,Mike Locksley,@,MtnWest,non,BYU,7,6,Bronco Mendenhall,,7,40,-33,L,0,1,0,1,52.5,u,30.0,L,,"59,077",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,New Mexico,NR,NR,NR,NR,NR,1,10,,34,28,38,NR,NR,NR,NR,NR,NR,5,5,BYU,NR,NR,NR,NR,NR,6,5,,61,0.1,4.2,3.2,5.3,31,118,18,100,0,30,15,3,159,1,259,15,159,1,4,162,40.5,1,0,0,6,162,0,1,1,1,0,0,0,0,0,8,5,7,20,5,25,1,1,0,0,0,0,0,0,,77,0.5,6.4,5.9,7.2,44,270,12,258,3,33,19,0,236,2,494,19,236,2,3,142,47.3,2,1,0,2,41,0,5,5,4,0,0,2,2,0,17,12,0,29,14,141,0,0,3,53,0,0,0,0
California,Stanford,California-Stanford,2010,12,11/20/10,11,Pac10,BCS,California,5,7,Jeff Tedford,vs,Pac10,BCS,Stanford,12,1,Jim Harbaugh,,14,48,-34,L,0,1,0,1,50.0,o,6.5,L,,"67,793",,11,12,11,12,5,6,NR,42,NR,NR,NR,NR,NR,NR,NR,5,5,California,NR,NR,NR,NR,NR,5,6,,27,32,4,4,7,1129,8,1066,6,9,1,Stanford,7,1178,8,1112,6,10,1,,66,0.2,4.5,3.9,5.0,28,125,16,109,0,38,20,2,190,2,299,20,190,2,3,163,54.3,0,0,0,6,138,0,2,2,2,0,0,0,0,0,7,12,1,20,9,95,3,1,0,0,0,0,0,0,,69,0.7,6.8,4.8,11.2,48,237,5,232,4,21,16,0,235,2,467,16,235,2,1,35,35.0,1,32,0,2,35,0,6,6,6,0,0,2,2,0,14,10,4,28,2,30,1,0,2,0,0,0,0,0
Stanford,California,California-Stanford,2010,12,11/20/10,11,Pac10,BCS,Stanford,12,1,Jim Harbaugh,@,Pac10,BCS,California,5,7,Jeff Tedford,,48,14,34,W,1,0,1,0,50.0,o,-6.5,W,,"67,793",,11,12,11,12,5,6,27,32,4,4,7,1129,8,1066,6,9,1,Stanford,7,1178,8,1112,6,10,1,,NR,42,NR,NR,NR,NR,NR,NR,NR,5,5,California,NR,NR,NR,NR,NR,5,6,,69,0.7,6.8,4.8,11.2,48,237,5,232,4,21,16,0,235,2,467,16,235,2,1,35,35.0,1,32,0,2,35,0,6,6,6,0,0,2,2,0,14,10,4,28,2,30,1,0,2,0,0,0,0,0,,66,0.2,4.5,3.9,5.0,28,125,16,109,0,38,20,2,190,2,299,20,190,2,3,163,54.3,0,0,0,6,138,0,2,2,2,0,0,0,0,0,7,12,1,20,9,95,3,1,0,0,0,0,0,0
Cincinnati,Rutgers,Cincinnati-Rutgers,2010,12,11/20/10,10,BigEast,BCS,Cincinnati,4,8,Butch Jones,vs,BigEast,BCS,Rutgers,4,8,Greg Schiano,,69,38,31,W,1,0,1,0,49.0,o,-12.5,W,,"30,265",,11,12,11,12,5,6,26,26,NR,NR,NR,NR,NR,NR,NR,3,6,Cincinnati,NR,NR,NR,NR,NR,4,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Rutgers,NR,NR,NR,NR,NR,4,6,,86,0.8,7.7,6.4,9.2,46,324,29,295,6,40,23,1,366,4,661,23,366,4,4,134,33.5,4,22,0,7,154,0,10,10,9,0,0,0,0,0,14,15,2,31,8,65,0,0,2,15,0,0,0,0,,60,0.6,6.5,-0.3,12.1,27,42,51,-9,0,33,21,2,400,5,391,21,400,5,7,334,47.7,2,-3,0,11,226,0,5,5,5,0,0,1,1,0,1,14,1,16,5,45,2,0,1,13,0,0,0,0
Rutgers,Cincinnati,Cincinnati-Rutgers,2010,12,11/20/10,10,BigEast,BCS,Rutgers,4,8,Greg Schiano,@,BigEast,BCS,Cincinnati,4,8,Butch Jones,,38,69,-31,L,0,1,0,1,49.0,o,12.5,L,,"30,265",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Rutgers,NR,NR,NR,NR,NR,4,6,,26,26,NR,NR,NR,NR,NR,NR,NR,3,6,Cincinnati,NR,NR,NR,NR,NR,4,6,,60,0.6,6.5,-0.3,12.1,27,42,51,-9,0,33,21,2,400,5,391,21,400,5,7,334,47.7,2,-3,0,11,226,0,5,5,5,0,0,1,1,0,1,14,1,16,5,45,2,0,1,13,0,0,0,0,,86,0.8,7.7,6.4,9.2,46,324,29,295,6,40,23,1,366,4,661,23,366,4,4,134,33.5,4,22,0,7,154,0,10,10,9,0,0,0,0,0,14,15,2,31,8,65,0,0,2,15,0,0,0,0
